longitude,latitude,temperature
21.7,57.6,18.307653985507248
21.7,57.9,18.532789855072465
21.7,58.2,18.532789855072465
21.7,58.5,18.532789855072465
21.7,58.8,17.67019927536232
21.7,59.1,17.379347826086956
21.7,59.4,16.816440217391303
21.7,59.7,16.74003623188406
22.2,57.6,17.991666666666667
22.2,57.9,17.737590579710144
22.2,58.2,18.124320652173914
22.2,58.5,18.352490942028986
22.2,58.8,18.701539855072465
22.2,59.1,18.701539855072465
22.2,59.4,16.870471014492754
22.2,59.7,16.682835144927534
22.7,57.6,18.09356884057971
22.7,57.9,17.8963768115942
22.7,58.2,18.116802536231884
22.7,58.5,18.51340579710145
22.7,58.8,18.57921195652174
22.7,59.1,18.726222826086957
22.7,59.4,16.964990942028983
22.7,59.7,17.432653985507248
23.2,57.6,17.539085144927537
23.2,57.9,17.58088768115942
23.2,58.2,17.57531702898551
23.2,58.5,18.403623188405795
23.2,58.8,18.60366847826087
23.2,59.1,18.185371376811595
23.2,59.4,17.06322463768116
23.2,59.7,17.432653985507248
23.7,57.6,18.141847826086956
23.7,57.9,17.977264492753626
23.7,58.2,18.155253623188408
23.7,58.5,18.324909420289856
23.7,58.8,18.388269927536232
23.7,59.1,18.165443840579712
23.7,59.4,18.091576086956522
23.7,59.7,17.520471014492752
24.2,57.6,18.52074275362319
24.2,57.9,18.861231884057972
24.2,58.2,18.62391304347826
24.2,58.5,18.519791666666666
24.2,58.8,18.329891304347825
24.2,59.1,18.148822463768116
24.2,59.4,18.058514492753623
24.2,59.7,16.861911231884058
24.7,57.6,18.276721014492754
24.7,57.9,18.313088768115943
24.7,58.2,18.410416666666666
24.7,58.5,18.35330615942029
24.7,58.8,18.191304347826087
24.7,59.1,18.03138586956522
24.7,59.4,18.38768115942029
24.7,59.7,18.175271739130434
25.2,57.6,18.259420289855075
25.2,57.9,18.395969202898552
25.2,58.2,18.305027173913043
25.2,58.5,18.430072463768116
25.2,58.8,17.97667572463768
25.2,59.1,17.974048913043475
25.2,59.4,18.25280797101449
25.2,59.7,18.17699275362319
25.7,57.6,18.20792572463768
25.7,57.9,18.252355072463768
25.7,58.2,18.014990942028984
25.7,58.5,18.20457427536232
25.7,58.8,18.122418478260872
25.7,59.1,17.8544384057971
25.7,59.4,18.03215579710145
25.7,59.7,17.912952898550724
26.2,57.6,18.30366847826087
26.2,57.9,18.524501811594202
26.2,58.2,18.29483695652174
26.2,58.5,18.382291666666667
26.2,58.8,18.135371376811595
26.2,59.1,17.949682971014493
26.2,59.4,17.98346920289855
26.2,59.7,17.97663043478261
26.7,57.6,18.233423913043477
26.7,57.9,18.30461956521739
26.7,58.2,18.251222826086956
26.7,58.5,18.453351449275363
26.7,58.8,18.211865942028986
26.7,59.1,18.1143115942029
26.7,59.4,18.15457427536232
26.7,59.7,18.18360507246377
27.2,57.6,18.155797101449274
27.2,57.9,18.426856884057973
27.2,58.2,18.835371376811594
27.2,58.5,19.051856884057973
27.2,58.8,19.00389492753623
27.2,59.1,18.685960144927535
27.2,59.4,18.424456521739128
27.2,59.7,17.846467391304348
27.7,57.6,18.432518115942027
27.7,57.9,18.974184782608695
27.7,58.2,19.19261775362319
27.7,58.5,19.213722826086958
27.7,58.8,18.936639492753624
27.7,59.1,18.66503623188406
27.7,59.4,18.130298913043475
27.7,59.7,18.24375
28.2,57.6,18.73269927536232
28.2,57.9,19.32649456521739
28.2,58.2,18.921557971014494
28.2,58.5,18.76471920289855
28.2,58.8,18.492028985507247
28.2,59.1,18.44207427536232
28.2,59.4,18.478804347826085
28.2,59.7,18.406204710144927
