datetime,temperature
2021-09-01,13.500595238095238
2021-09-02,12.042745535714285
2021-09-03,11.919828869047619
2021-09-04,10.23984375
2021-09-05,9.689583333333333
2021-09-06,12.093824404761905
2021-09-07,13.98154761904762
2021-09-08,15.668303571428572
2021-09-09,16.499962797619048
2021-09-10,15.765141369047617
2021-09-11,15.87671130952381
2021-09-12,15.520535714285714
2021-09-13,13.989657738095238
2021-09-14,11.439434523809524
2021-09-15,9.86938244047619
2021-09-16,9.166480654761905
2021-09-17,9.326488095238094
2021-09-18,8.901934523809524
2021-09-19,7.893377976190477
2021-09-20,7.46108630952381
2021-09-21,7.1340401785714285
2021-09-22,8.212276785714286
2021-09-23,8.306026785714286
2021-09-24,9.101897321428572
2021-09-25,11.000669642857142
2021-09-26,10.773474702380952
2021-09-27,9.230505952380952
2021-09-28,9.760379464285714
2021-09-29,9.75922619047619
2021-09-30,8.929501488095237
2021-10-01,9.634449404761906
2021-10-02,10.276934523809524
2021-10-03,10.820572916666666
2021-10-04,11.266331845238096
2021-10-05,11.631584821428572
2021-10-06,11.71235119047619
2021-10-07,10.350446428571429
2021-10-08,9.13374255952381
2021-10-09,9.596949404761904
2021-10-10,10.118080357142858
2021-10-11,8.565885416666665
2021-10-12,7.760007440476191
2021-10-13,6.8151785714285715
2021-10-14,6.453831845238096
2021-10-15,8.216778273809524
2021-10-16,7.583333333333333
2021-10-17,7.109337797619048
2021-10-18,5.6301339285714285
2021-10-19,4.3519717261904765
2021-10-20,8.243043154761905
2021-10-21,11.649925595238095
2021-10-22,7.508668154761905
2021-10-23,4.7149181547619055
2021-10-24,4.050111607142857
2021-10-25,7.654613095238095
2021-10-26,7.70297619047619
2021-10-27,8.79609375
2021-10-28,9.692745535714286
2021-10-29,10.173474702380952
2021-10-30,8.55360863095238
2021-10-31,8.544456845238095
2021-11-01,8.474255952380952
2021-11-02,6.515885416666667
2021-11-03,6.846168154761905
2021-11-04,7.602046130952381
2021-11-05,7.459114583333333
2021-11-06,5.905319940476191
2021-11-07,5.504575892857143
2021-11-08,2.9472470238095236
2021-11-09,0.9131324404761905
2021-11-10,6.198139880952381
2021-11-11,7.409040178571429
2021-11-12,6.24468005952381
2021-11-13,3.9962425595238096
2021-11-14,2.8203497023809527
2021-11-15,0.5069196428571429
2021-11-16,2.7054315476190474
2021-11-17,4.125446428571429
2021-11-18,4.701636904761905
2021-11-19,4.801674107142857
2021-11-20,5.429427083333333
2021-11-21,2.5418526785714284
2021-11-22,-0.4915178571428572
2021-11-23,0.5039806547619048
2021-11-24,3.9763392857142854
2021-11-25,5.214955357142857
2021-11-26,1.5159970238095237
2021-11-27,-0.7741071428571429
2021-11-28,-1.7795386904761903
2021-11-29,-2.8178571428571426
2021-11-30,-3.6007440476190475
2021-12-01,-3.8078125
2021-12-02,-5.095275297619048
2021-12-03,-4.231510416666667
2021-12-04,-5.581361607142857
2021-12-05,-9.012425595238096
2021-12-06,-13.533035714285715
2021-12-07,-12.674032738095239
2021-12-08,-9.06577380952381
2021-12-09,-10.083147321428571
2021-12-10,-4.9527157738095235
2021-12-11,0.9078124999999999
2021-12-12,1.069047619047619
2021-12-13,0.5256696428571429
2021-12-14,1.1749255952380953
2021-12-15,2.9337053571428573
2021-12-16,3.6491071428571424
2021-12-17,1.9059151785714288
2021-12-18,2.8390997023809526
2021-12-19,1.6511532738095238
2021-12-20,-5.204724702380952
2021-12-21,-7.431398809523809
2021-12-22,-6.791331845238095
2021-12-23,-3.6968377976190476
2021-12-24,-4.443787202380952
2021-12-25,-7.437127976190476
2021-12-26,-7.228273809523809
2021-12-27,-5.808296130952381
2021-12-28,-4.301897321428571
2021-12-29,-5.452120535714285
2021-12-30,-4.422730654761905
2021-12-31,0.8705357142857143
2022-01-01,-2.3054315476190474
2022-01-02,-5.119047619047619
2022-01-03,-1.0210565476190476
2022-01-04,1.5060639880952382
2022-01-05,0.24858630952380953
2022-01-06,-2.5827752976190474
2022-01-07,-4.676450892857143
2022-01-08,-4.7683035714285715
2022-01-09,-1.7168526785714284
2022-01-10,-4.634970238095238
2022-01-11,-9.489732142857143
2022-01-12,-5.375372023809524
2022-01-13,2.9624255952380953
2022-01-14,2.0750744047619047
2022-01-15,0.1985863095238095
2022-01-16,0.20680803571428572
2022-01-17,-0.34267113095238094
2022-01-18,-2.1135416666666664
2022-01-19,1.5078125
2022-01-20,0.4861979166666667
2022-01-21,-1.813876488095238
2022-01-22,-2.8700520833333334
2022-01-23,-2.582700892857143
2022-01-24,0.6041294642857143
2022-01-25,0.2697172619047619
2022-01-26,-3.2897321428571424
2022-01-27,0.5854910714285714
2022-01-28,-0.03798363095238095
2022-01-29,-1.772470238095238
2022-01-30,0.3132068452380952
2022-01-31,-3.0408482142857145
2022-02-01,-4.946502976190477
2022-02-02,-6.9310639880952385
2022-02-03,-6.786235119047619
2022-02-04,-5.169047619047619
2022-02-05,-1.1697916666666668
2022-02-06,0.5285714285714286
2022-02-07,0.40766369047619044
2022-02-08,-0.23199404761904763
2022-02-09,0.5623511904761904
2022-02-10,1.3083705357142859
2022-02-11,-0.3357886904761905
2022-02-12,-0.5370907738095239
2022-02-13,1.044233630952381
2022-02-14,1.707924107142857
2022-02-15,2.1335565476190474
2022-02-16,2.020721726190476
2022-02-17,2.0295014880952382
2022-02-18,0.49906994047619047
2022-02-19,0.6267113095238095
2022-02-20,-0.3543154761904762
2022-02-21,0.0720982142857143
2022-02-22,-0.14888392857142857
2022-02-23,-2.7309151785714283
2022-02-24,0.8594122023809524
2022-02-25,1.6710193452380953
2022-02-26,-0.4085193452380952
2022-02-27,-2.2716889880952382
2022-02-28,-0.17671130952380953
2022-03-01,0.04657738095238095
2022-03-02,-0.40855654761904764
2022-03-03,-0.11662946428571429
2022-03-04,-1.5975074404761906
2022-03-05,-3.2545758928571424
2022-03-06,-0.5296130952380952
2022-03-07,-0.6824404761904762
2022-03-08,-2.895498511904762
2022-03-09,-3.6450892857142856
2022-03-10,-4.893563988095238
2022-03-11,-1.1926339285714287
2022-03-12,0.5633928571428571
2022-03-13,-0.26737351190476194
2022-03-14,0.24985119047619048
2022-03-15,0.3459077380952381
2022-03-16,0.35844494047619047
2022-03-17,0.6537946428571428
2022-03-18,1.0967633928571427
2022-03-19,1.7869419642857143
2022-03-20,2.3146577380952382
2022-03-21,2.1428199404761905
2022-03-22,2.292485119047619
2022-03-23,2.0037946428571427
2022-03-24,2.5398065476190474
2022-03-25,3.636532738095238
2022-03-26,2.3587797619047617
2022-03-27,-1.3616443452380953
2022-03-28,3.741034226190476
2022-03-29,-2.0745535714285714
2022-03-30,-2.629873511904762
2022-03-31,-1.8361607142857144
2022-04-01,-1.4597470238095238
2022-04-02,-1.52890625
2022-04-03,-0.3789806547619048
2022-04-04,0.9420014880952381
2022-04-05,0.6283110119047619
2022-04-06,-0.12708333333333333
2022-04-07,2.7366815476190474
2022-04-08,4.788578869047619
2022-04-09,2.525967261904762
2022-04-10,3.0295014880952382
2022-04-11,3.9301711309523806
2022-04-12,3.0138392857142855
2022-04-13,2.9323660714285715
2022-04-14,3.9021205357142854
2022-04-15,3.5076636904761904
2022-04-16,3.1558407738095235
2022-04-17,3.2024553571428576
2022-04-18,4.348214285714286
2022-04-19,6.547247023809524
2022-04-20,7.875930059523809
2022-04-21,8.605133928571428
2022-04-22,8.190997023809524
2022-04-23,8.102232142857142
2022-04-24,6.14594494047619
2022-04-25,5.934449404761905
2022-04-26,5.776264880952381
2022-04-27,3.3908482142857146
2022-04-28,3.014732142857143
2022-04-29,3.9159598214285714
2022-04-30,4.3394345238095235
2022-05-01,5.923214285714286
2022-05-02,6.760528273809523
2022-05-03,6.190476190476191
2022-05-04,4.926674107142857
2022-05-05,7.264918154761904
2022-05-06,9.888244047619047
2022-05-07,9.613020833333334
2022-05-08,6.755580357142857
2022-05-09,6.52109375
2022-05-10,9.299627976190477
2022-05-11,10.464099702380953
2022-05-12,9.4671875
2022-05-13,9.71796875
2022-05-14,9.001041666666666
2022-05-15,9.052901785714287
2022-05-16,8.600223214285714
2022-05-17,7.201525297619048
2022-05-18,8.983668154761904
2022-05-19,10.625409226190476
2022-05-20,9.296986607142857
2022-05-21,10.045758928571429
2022-05-22,9.967373511904762
2022-05-23,10.820424107142857
2022-05-24,13.063206845238096
2022-05-25,14.034375
2022-05-26,11.464583333333334
2022-05-27,10.049553571428572
2022-05-28,10.056026785714286
2022-05-29,10.460677083333334
2022-05-30,11.498474702380953
2022-05-31,11.459412202380953
2022-06-01,13.254166666666666
2022-06-02,12.452120535714286
2022-06-03,12.230357142857141
2022-06-04,12.406696428571427
2022-06-05,13.39750744047619
2022-06-06,13.469196428571427
2022-06-07,15.489620535714286
2022-06-08,15.635528273809525
2022-06-09,15.56610863095238
2022-06-10,15.853124999999999
2022-06-11,16.585677083333334
2022-06-12,16.375
2022-06-13,15.095349702380954
2022-06-14,13.883519345238096
2022-06-15,15.106473214285714
2022-06-16,15.168191964285715
2022-06-17,15.549962797619049
2022-06-18,14.872656249999999
2022-06-19,15.100669642857142
2022-06-20,14.136123511904762
2022-06-21,14.824553571428572
2022-06-22,16.07328869047619
2022-06-23,17.418191964285715
2022-06-24,18.428125
2022-06-25,21.204910714285717
2022-06-26,23.315811011904763
2022-06-27,24.172842261904762
2022-06-28,24.40543154761905
2022-06-29,23.063802083333332
2022-06-30,23.22016369047619
2022-07-01,23.68407738095238
2022-07-02,23.829315476190477
2022-07-03,21.022470238095238
2022-07-04,20.371019345238096
2022-07-05,19.54088541666667
2022-07-06,17.590997023809525
2022-07-07,17.22061011904762
2022-07-08,17.260193452380953
2022-07-09,17.180691964285714
2022-07-10,16.71532738095238
2022-07-11,17.84252232142857
2022-07-12,19.143080357142857
2022-07-13,19.03203125
2022-07-14,17.25718005952381
2022-07-15,14.859002976190476
2022-07-16,14.420424107142857
2022-07-17,14.366703869047617
2022-07-18,15.688950892857143
2022-07-19,17.132142857142856
2022-07-20,17.31908482142857
