datetime,target
2021-09-01,351.0450519125683
2021-09-02,354.44556420765025
2021-09-03,360.60093579234973
2021-09-04,254.96201980874318
2021-09-05,250.6622786885246
2021-09-06,386.5545676229508
2021-09-07,394.1291010928961
2021-09-08,424.58092213114753
2021-09-09,379.62570286885244
2021-09-10,404.47885792349723
2021-09-11,256.02622336065576
2021-09-12,289.95388592896177
2021-09-13,388.9293408469946
2021-09-14,369.1779897540984
2021-09-15,388.9719569672131
2021-09-16,420.48893852459014
2021-09-17,385.8268114754099
2021-09-18,273.57743852459015
2021-09-19,263.1031816939891
2021-09-20,402.79628825136615
2021-09-21,454.43967144808744
2021-09-22,426.3867329234973
2021-09-23,426.05926571038253
2021-09-24,444.20876844262295
2021-09-25,305.4430758196721
2021-09-26,266.9677049180328
2021-09-27,378.4816352459016
2021-09-28,398.5254036885246
2021-09-29,452.0181092896175
2021-09-30,446.1353408469945
2021-10-01,446.9731501322752
2021-10-02,281.3386898148148
2021-10-03,274.64678174603176
2021-10-04,395.43497354497356
2021-10-05,456.8954232804233
2021-10-06,414.0848095238095
2021-10-07,408.61239616402116
2021-10-08,390.9212996031746
2021-10-09,311.36963624338625
2021-10-10,291.28633134920636
2021-10-11,409.13699404761905
2021-10-12,448.498544973545
2021-10-13,454.1743657407407
2021-10-14,450.6820343915344
2021-10-15,465.3173234126984
2021-10-16,315.34134986772483
2021-10-17,299.22694973544975
2021-10-18,443.48016931216927
2021-10-19,435.444333994709
2021-10-20,494.82416666666666
2021-10-21,457.14915608465606
2021-10-22,437.6581005291005
2021-10-23,350.6694107142857
2021-10-24,326.4622996031746
2021-10-25,469.0683234126984
2021-10-26,471.16434986772487
2021-10-27,467.99593981481485
2021-10-28,461.5874596560847
2021-10-29,423.50090277777775
2021-10-30,319.76221494708994
2021-10-31,309.5287826086957
2021-11-01,421.6313597883598
2021-11-02,442.4298683862434
2021-11-03,484.85203968253967
2021-11-04,464.1952605820105
2021-11-05,464.71933201058204
2021-11-06,341.3718326719577
2021-11-07,354.49873082010583
2021-11-08,489.35915079365077
2021-11-09,488.2709537037037
2021-11-10,499.46834788359786
2021-11-11,472.8476031746032
2021-11-12,466.2683611111111
2021-11-13,357.0307857142857
2021-11-14,337.65192526455024
2021-11-15,514.0359007936509
2021-11-16,523.8768518518519
2021-11-17,510.81574074074075
2021-11-18,504.8768888888889
2021-11-19,499.77586243386247
2021-11-20,367.67514087301583
2021-11-21,364.3558214285714
2021-11-22,508.2085701058201
2021-11-23,540.1137982804232
2021-11-24,509.2728630952381
2021-11-25,509.9419411375661
2021-11-26,511.45106944444444
2021-11-27,412.7340654761905
2021-11-28,405.923457010582
2021-11-29,549.031048941799
2021-11-30,573.1216216931217
2021-12-01,578.3242294973545
2021-12-02,589.2257142857143
2021-12-03,575.7085535714285
2021-12-04,456.76517526455024
2021-12-05,463.34051653439155
2021-12-06,625.9226693121693
2021-12-07,644.1880158730158
2021-12-08,628.3166441798942
2021-12-09,638.1344041005291
2021-12-10,611.247208994709
2021-12-11,459.1524332010582
2021-12-12,423.2707341269841
2021-12-13,545.5673882275132
2021-12-14,540.3694384920635
2021-12-15,534.9907830687831
2021-12-16,516.0376071428572
2021-12-17,503.4607731481482
2021-12-18,399.070707010582
2021-12-19,388.9641018518518
2021-12-20,537.014044973545
2021-12-21,552.4820462962963
2021-12-22,542.223134920635
2021-12-23,459.7531144179894
2021-12-24,396.23473544973547
2021-12-25,394.2627936507937
2021-12-26,403.13741468253966
2021-12-27,476.0841124338624
2021-12-28,481.57829034391534
2021-12-29,486.62458796296295
2021-12-30,478.7887784391535
2021-12-31,381.3993716931217
2022-01-01,377.9798858974359
2022-01-02,414.51665705128204
2022-01-03,530.0923711538462
2022-01-04,531.1812993589743
2022-01-05,533.0022596153847
2022-01-06,552.6902685897436
2022-01-07,558.7577737179487
2022-01-08,464.35419487179485
2022-01-09,445.87210256410253
2022-01-10,596.8409057692307
2022-01-11,649.8082455128206
2022-01-12,624.3423608974359
2022-01-13,562.6791025641025
2022-01-14,555.3382711538461
2022-01-15,420.7293275641026
2022-01-16,424.70556987179486
2022-01-17,549.9968814102564
2022-01-18,590.2758621794871
2022-01-19,569.7532256410257
2022-01-20,575.3500544871795
2022-01-21,567.2781455128205
2022-01-22,444.7802205128205
2022-01-23,436.1765532051282
2022-01-24,551.3721775641026
2022-01-25,534.7971057692307
2022-01-26,566.1010230769231
2022-01-27,557.977573076923
2022-01-28,547.0637826923078
2022-01-29,427.5739698717949
2022-01-30,403.48398205128206
2022-01-31,562.2606621794872
2022-02-01,592.9553207070707
2022-02-02,627.2290997474747
2022-02-03,633.2577398989899
2022-02-04,611.1683996212121
2022-02-05,471.3964797979798
2022-02-06,445.0807588383839
2022-02-07,573.6214488636364
2022-02-08,575.1589406565656
2022-02-09,579.2931186868688
2022-02-10,575.1028421717172
2022-02-11,550.6638061868687
2022-02-12,444.61801893939395
2022-02-13,431.11519002525256
2022-02-14,543.8879999999999
2022-02-15,527.4741180555556
2022-02-16,561.4532544191919
2022-02-17,563.433457070707
2022-02-18,548.9898497474748
2022-02-19,458.29880681818184
2022-02-20,421.14693097014924
