datetime,target
2021-09-01,107.58564959016394
2021-09-02,94.81025683060108
2021-09-03,87.36392759562843
2021-09-04,134.61171857923497
2021-09-05,114.10103483606558
2021-09-06,58.801220628415294
2021-09-07,56.14173975409836
2021-09-08,16.958370901639345
2021-09-09,75.2200443989071
2021-09-10,29.485784836065573
2021-09-11,119.9519781420765
2021-09-12,18.734303961748633
2021-09-13,60.71421653005464
2021-09-14,87.11404234972677
2021-09-15,69.9182650273224
2021-09-16,27.18698155737705
2021-09-17,61.69747540983607
2021-09-18,114.38192964480874
2021-09-19,132.00081967213114
2021-09-20,57.16547540983606
2021-09-21,11.43313524590164
2021-09-22,44.534920081967215
2021-09-23,45.190924180327876
2021-09-24,11.940824453551912
2021-09-25,35.97789275956284
2021-09-26,108.79113934426229
2021-09-27,90.63153415300546
2021-09-28,75.68453415300546
2021-09-29,11.262603142076504
2021-09-30,15.508863387978142
2021-10-01,15.556488095238095
2021-10-02,97.02208531746032
2021-10-03,82.25855820105821
2021-10-04,63.671236111111114
2021-10-05,8.653871693121694
2021-10-06,57.605132936507935
2021-10-07,59.83463756613756
2021-10-08,79.95926521164021
2021-10-09,26.565560846560846
2021-10-10,33.7777294973545
2021-10-11,56.32337433862433
2021-10-12,28.574060185185186
2021-10-13,19.659219576719575
2021-10-14,29.687377645502647
2021-10-15,4.398105158730159
2021-10-16,53.74282010582011
2021-10-17,61.24718915343915
2021-10-18,36.213318783068786
2021-10-19,60.90118849206349
2021-10-20,1.8358406084656085
2021-10-21,10.720931216931218
2021-10-22,32.19660515873016
2021-10-23,7.699544312169312
2021-10-24,30.778667989417986
2021-10-25,6.089965608465609
2021-10-26,6.501040343915344
2021-10-27,6.893738756613757
2021-10-28,12.85864351851852
2021-10-29,38.206443783068785
2021-10-30,44.12948478835979
2021-10-31,39.438842650103524
2021-11-01,39.577679894179894
2021-11-02,36.044888227513226
2021-11-03,1.1125257936507935
2021-11-04,8.163003968253967
2021-11-05,1.9190998677248678
2021-11-06,13.377357142857141
2021-11-07,1.3643121693121694
2021-11-08,3.40613955026455
2021-11-09,20.510824735449734
2021-11-10,1.4422949735449735
2021-11-11,9.791798280423281
2021-11-12,12.035344576719575
2021-11-13,4.719580687830688
2021-11-14,28.58774933862434
2021-11-15,6.769279100529101
2021-11-16,1.067723544973545
2021-11-17,0.7940714285714285
2021-11-18,2.5563227513227513
2021-11-19,2.5947189153439156
2021-11-20,9.097443121693122
2021-11-21,5.215399470899471
2021-11-22,10.14500925925926
2021-11-23,1.7583029100529102
2021-11-24,7.5381230158730155
2021-11-25,2.305837962962963
2021-11-26,4.435965608465609
2021-11-27,1.9488525132275132
2021-11-28,0.4860251322751323
2021-11-29,0.3180806878306878
2021-11-30,0.7262235449735449
2021-12-01,1.6455734126984127
2021-12-02,0.9977103174603175
2021-12-03,0.657074074074074
2021-12-04,1.6181507936507935
2021-12-05,2.184433201058201
2021-12-06,1.8968617724867725
2021-12-07,1.774116402116402
2021-12-08,0.872271164021164
2021-12-09,1.838899470899471
2021-12-10,1.0470859788359788
2021-12-11,1.2071653439153438
2021-12-12,1.140808201058201
2021-12-13,1.471686507936508
2021-12-14,0.8762308201058202
2021-12-15,0.5252453703703704
2021-12-16,4.8106011904761905
2021-12-17,3.4190357142857146
2021-12-18,1.1564953703703704
2021-12-19,1.9721051587301586
2021-12-20,1.3202037037037035
2021-12-21,1.5042433862433864
2021-12-22,1.4785496031746033
2021-12-23,1.0709338624338625
2021-12-24,0.8366507936507938
2021-12-25,1.3594775132275134
2021-12-26,0.9280277777777779
2021-12-27,0.5623518518518518
2021-12-28,1.2242294973544974
2021-12-29,0.9171693121693122
2021-12-30,0.5814867724867725
2021-12-31,1.623406746031746
2022-01-01,1.220751282051282
2022-01-02,0.2889301282051282
2022-01-03,0.3627275641025641
2022-01-04,1.1334532051282051
2022-01-05,0.9581666666666667
2022-01-06,0.7356237179487181
2022-01-07,1.3677775641025642
2022-01-08,0.37903397435897435
2022-01-09,0.4635192307692308
2022-01-10,0.34546794871794867
2022-01-11,1.8061019230769233
2022-01-12,0.3987326923076923
2022-01-13,10.159802564102563
2022-01-14,3.3553102564102564
2022-01-15,18.802922435897436
2022-01-16,2.4877628205128204
2022-01-17,1.4429301282051281
2022-01-18,3.047472435897436
2022-01-19,3.194274358974359
2022-01-20,1.7025192307692307
2022-01-21,1.685028846153846
2022-01-22,1.1006480769230769
2022-01-23,0.7341775641025641
2022-01-24,1.0747076923076924
2022-01-25,15.716325000000001
2022-01-26,4.73886858974359
2022-01-27,1.3825865384615386
2022-01-28,1.1688557692307693
2022-01-29,3.752683974358974
2022-01-30,1.8593660256410256
2022-01-31,0.42643717948717946
2022-02-01,0.42857828282828286
2022-02-02,1.0508156565656566
2022-02-03,1.8423970959595959
2022-02-04,5.6478200757575765
2022-02-05,1.0392045454545453
2022-02-06,1.8571060606060605
2022-02-07,2.088633207070707
2022-02-08,2.0292184343434343
2022-02-09,4.284997474747475
2022-02-10,10.60778787878788
2022-02-11,23.83805934343434
2022-02-12,15.141032196969697
2022-02-13,7.516375
2022-02-14,12.328902146464646
2022-02-15,22.88143813131313
2022-02-16,6.8044476010101
2022-02-17,3.8047348484848484
2022-02-18,17.995025252525252
2022-02-19,4.340383838383838
2022-02-20,10.149414179104477
2022-02-21,2.9975366915422885
2022-02-22,6.038739427860697
2022-02-23,12.91945460199005
2022-02-24,16.94388121890547
2022-02-25,8.452117537313432
2022-02-26,79.45174689054727
2022-02-27,67.92694527363184
2022-02-28,89.52791853233832
2022-03-01,92.9494981060606
2022-03-02,22.201399621212122
2022-03-03,40.93391603535353
2022-03-04,87.40732133838382
2022-03-05,115.4451654040404
2022-03-06,90.10152904040405
2022-03-07,16.456794191919194
2022-03-08,16.92620265151515
2022-03-09,64.85247916666667
2022-03-10,102.8829917929293
2022-03-11,73.62650063131314
2022-03-12,105.20665340909092
2022-03-13,118.15019128787878
2022-03-14,124.60223106060607
2022-03-15,120.05819696969698
2022-03-16,127.331125
2022-03-17,130.26876957070706
2022-03-18,117.50916287878788
2022-03-19,73.6200340909091
2022-03-20,160.54131313131313
2022-03-21,140.37090151515153
2022-03-22,133.28486363636364
2022-03-23,76.5662027363184
2022-03-24,106.20775995024876
2022-03-25,80.60810883084578
2022-03-26,46.61467661691542
2022-03-27,157.74824594419206
2022-03-28,56.792789179104474
2022-03-29,40.299235696517414
2022-03-30,91.42297388059701
2022-03-31,107.60781281094528
2022-04-01,130.71159514925372
2022-04-02,160.27143905472636
2022-04-03,154.7601735074627
2022-04-04,44.236226102941174
2022-04-05,31.749182598039216
2022-04-06,100.02158639705881
2022-04-07,20.437789215686276
2022-04-08,53.73732169117647
2022-04-09,105.2350324754902
2022-04-10,98.73715318627451
2022-04-11,160.13046629901962
2022-04-12,165.83370833333333
2022-04-13,153.8420606617647
2022-04-14,21.76006985294118
2022-04-15,70.38901715686275
2022-04-16,197.98334129901963
2022-04-17,206.01886948529412
2022-04-18,134.08488970588235
2022-04-19,186.3353737745098
2022-04-20,182.84335171568625
2022-04-21,194.3830643382353
2022-04-22,172.2421599264706
2022-04-23,167.61335477941176
2022-04-24,99.30072671568627
2022-04-25,46.336447916666664
2022-04-26,163.475837622549
2022-04-27,182.5056035539216
2022-04-28,134.56390012254903
2022-04-29,157.22908088235295
2022-04-30,216.95833088235293
2022-05-01,123.57963121890546
2022-05-02,158.04157338308457
2022-05-03,148.57560945273633
2022-05-04,166.3924284825871
2022-05-05,152.87674626865672
2022-05-06,175.73502860696516
2022-05-07,160.7959185323383
2022-05-08,238.1894539800995
2022-05-09,146.81661256218905
2022-05-10,201.9891144278607
2022-05-11,89.61135447761194
2022-05-12,53.30446330845771
2022-05-13,172.58557276119404
2022-05-14,110.84445584577115
2022-05-15,236.1191343283582
2022-05-16,173.04390733830846
2022-05-17,84.1351934079602
2022-05-18,220.27519651741295
2022-05-19,143.99150373134327
2022-05-20,28.721490671641792
2022-05-21,196.77014925373135
2022-05-22,250.91495460199005
2022-05-23,213.70134203980098
2022-05-24,220.87434950248755
2022-05-25,144.53238992537314
2022-05-26,97.35077736318408
2022-05-27,92.3630472636816
2022-05-28,107.73804788557213
2022-05-29,156.12914116915422
2022-05-30,136.13559577114427
2022-05-31,55.56006716417911
2022-06-01,145.52846393034827
2022-06-02,68.94447512437812
2022-06-03,123.7777748756219
2022-06-04,154.9412997512438
2022-06-05,237.70444278606965
2022-06-06,233.56926554726368
2022-06-07,220.4872723880597
2022-06-08,88.42475497512437
2022-06-09,197.8250286069652
2022-06-10,151.45981654228856
2022-06-11,234.1538389303483
2022-06-12,223.45161131840794
2022-06-13,167.745065920398
2022-06-14,79.76931902985075
2022-06-15,210.71209328358208
2022-06-16,190.84027549751244
2022-06-17,213.2434067164179
2022-06-18,63.90511007462687
2022-06-19,212.8105721393035
2022-06-20,141.9968221393035
2022-06-21,225.77544713930348
2022-06-22,233.9389197761194
2022-06-23,259.5238221393035
2022-06-24,288.9621847014925
2022-06-25,278.0646654228856
2022-06-26,256.0297325870647
2022-06-27,201.22434888059703
2022-06-28,165.69614800995026
2022-06-29,147.5419197761194
2022-06-30,196.64308084577115
2022-07-01,191.65995896464648
2022-07-02,233.87472916666667
2022-07-03,228.5316698232323
2022-07-04,200.0096464646465
2022-07-05,190.7967765151515
2022-07-06,140.50386742424243
2022-07-07,156.65449621212122
2022-07-08,102.87635542929293
2022-07-09,155.24803345959597
2022-07-10,192.02764330808083
2022-07-11,184.32190593434342
2022-07-12,86.55816414141415
2022-07-13,204.44877146464646
2022-07-14,168.57861047979796
2022-07-15,145.17811174242425
2022-07-16,219.04975
2022-07-17,122.32817803030304
2022-07-18,173.24321906565658
2022-07-19,163.7378768939394
2022-07-20,258.80795138888885
2022-07-21,231.8956597222222
2022-07-22,232.8006647727273
2022-07-23,156.84231881313133
2022-07-24,95.76106944444446
2022-07-25,210.74994381313132
2022-07-26,143.7269375
2022-07-27,118.6750808080808
2022-07-28,111.32732702020202
2022-07-29,170.29589646464646
2022-07-30,254.17414393939393
2022-07-31,255.39276325757575
2022-08-01,72.18042487373738
2022-08-02,183.35339204545454
2022-08-03,190.04120896464647
2022-08-04,212.09928724747476
2022-08-05,229.1789880050505
2022-08-06,122.8519393939394
2022-08-07,218.83545707070706
2022-08-08,96.39006755050505
2022-08-09,189.5887013888889
2022-08-10,211.47537626262624
2022-08-11,217.72861237373735
2022-08-12,219.26600126262628
2022-08-13,236.42540151515152
2022-08-14,245.33378472222225
2022-08-15,169.09983396464645
2022-08-16,190.0747746212121
2022-08-17,116.87800757575758
2022-08-18,175.40942487373735
2022-08-19,177.92411237373736
2022-08-20,201.17690340909093
2022-08-21,172.52313257575756
2022-08-22,70.41931818181818
2022-08-23,169.60967676767677
2022-08-24,104.33744191919192
2022-08-25,75.79805871212122
2022-08-26,133.23446969696968
2022-08-27,204.6395542929293
2022-08-28,191.60655681818184
2022-08-29,82.20377967171717
2022-08-30,39.71742108585858
2022-08-31,89.21392487373737
2022-09-01,131.42305286069652
2022-09-02,168.01081529850745
2022-09-03,185.81846641791043
2022-09-04,148.6949514925373
2022-09-05,93.01841293532338
2022-09-06,132.87878358208957
2022-09-07,103.1415093283582
2022-09-08,126.95786815920398
2022-09-09,197.75553109452736
2022-09-10,219.97346082089553
2022-09-11,221.2115174129353
2022-09-12,111.74785696517414
2022-09-13,31.76204291044776
